;grid;letters;locs;encoding_stim;incorr_locs;incorr_letters;rotated_inds;incorr_rot;abc_ordered;incorr_abc
52;"[array([['Х', 'Л', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Т', 'П', 'Ж']], dtype='<U1')]";['Л', 'Т', 'П', 'Ж'];[1, 6, 7, 8];grid_1385.png;[0, 2, 3, 5];['К', 'М', 'Д', 'Г', 'Ш', 'Ф'];[5, 0, 3, 6];[1, 2, 7, 8];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]}
53;"[array([['Х', 'Х', 'П'],
       ['Л', 'Х', 'Т'],
       ['Ж', 'Х', 'Х']], dtype='<U1')]";['П', 'Л', 'Т', 'Ж'];[2, 3, 5, 6];grid_1386.png;[0, 1, 7, 8];['К', 'М', 'Д', 'Г', 'Ш', 'Ф'];[8, 1, 7, 0];[2, 3, 5, 6];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]}
54;"[array([['Х', 'Х', 'Т'],
       ['Ж', 'Х', 'П'],
       ['Х', 'Л', 'Х']], dtype='<U1')]";['Т', 'Ж', 'П', 'Л'];[2, 3, 5, 7];grid_1387.png;[0, 1, 6, 8];['К', 'М', 'Д', 'Г', 'Ш', 'Ф'];[8, 1, 7, 3];[0, 2, 5, 6];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]}
55;"[array([['Х', 'Х', 'Ж'],
       ['П', 'Х', 'Л'],
       ['Х', 'Х', 'Т']], dtype='<U1')]";['Ж', 'П', 'Л', 'Т'];[2, 3, 5, 8];grid_1388.png;[0, 1, 6, 7];['К', 'М', 'Д', 'Г', 'Ш', 'Ф'];[8, 1, 7, 6];[0, 2, 3, 5];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]}
56;"[array([['Х', 'Х', 'Л'],
       ['П', 'Х', 'Х'],
       ['Ж', 'Т', 'Х']], dtype='<U1')]";['Л', 'П', 'Ж', 'Т'];[2, 3, 6, 7];grid_1389.png;[0, 1, 5, 8];['К', 'М', 'Д', 'Г', 'Ш', 'Ф'];[8, 1, 0, 3];[2, 5, 6, 7];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]}
57;"[array([['Х', 'Х', 'Т'],
       ['Ж', 'Х', 'Х'],
       ['Л', 'Х', 'П']], dtype='<U1')]";['Т', 'Ж', 'Л', 'П'];[2, 3, 6, 8];grid_1390.png;[0, 1, 5, 7];['К', 'М', 'Д', 'Г', 'Ш', 'Ф'];[8, 1, 0, 6];[2, 3, 5, 7];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]}
58;"[array([['Х', 'Х', 'Л'],
       ['П', 'Х', 'Х'],
       ['Х', 'Ж', 'Т']], dtype='<U1')]";['Л', 'П', 'Ж', 'Т'];[2, 3, 7, 8];grid_1391.png;[0, 1, 5, 6];['К', 'М', 'Д', 'Г', 'Ш', 'Ф'];[8, 1, 3, 6];[0, 2, 5, 7];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]}
59;"[array([['Х', 'Х', 'П'],
       ['Х', 'Х', 'Ж'],
       ['Л', 'Т', 'Х']], dtype='<U1')]";['П', 'Ж', 'Л', 'Т'];[2, 5, 6, 7];grid_1392.png;[0, 1, 3, 8];['К', 'М', 'Д', 'Г', 'Ш', 'Ф'];[8, 7, 0, 3];[1, 2, 5, 6];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]}
60;"[array([['Х', 'Х', 'Ж'],
       ['Х', 'Х', 'Л'],
       ['П', 'Х', 'Т']], dtype='<U1')]";['Ж', 'Л', 'П', 'Т'];[2, 5, 6, 8];grid_1393.png;[0, 1, 3, 7];['К', 'М', 'Д', 'Г', 'Ш', 'Ф'];[8, 7, 0, 6];[1, 2, 3, 5];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]}
61;"[array([['Х', 'Х', 'Т'],
       ['Х', 'Х', 'Л'],
       ['Х', 'П', 'Ж']], dtype='<U1')]";['Т', 'Л', 'П', 'Ж'];[2, 5, 7, 8];grid_1394.png;[0, 1, 3, 6];['К', 'М', 'Д', 'Г', 'Ш', 'Ф'];[8, 7, 3, 6];[0, 1, 2, 5];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]}
62;"[array([['Х', 'Х', 'Т'],
       ['Х', 'Х', 'Х'],
       ['Л', 'Ж', 'П']], dtype='<U1')]";['Т', 'Л', 'Ж', 'П'];[2, 6, 7, 8];grid_1395.png;[0, 1, 3, 5];['К', 'М', 'Д', 'Г', 'Ш', 'Ф'];[8, 0, 3, 6];[1, 2, 5, 7];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]}
63;"[array([['Х', 'Х', 'Х'],
       ['Л', 'Х', 'П'],
       ['Ж', 'Т', 'Х']], dtype='<U1')]";['Л', 'П', 'Ж', 'Т'];[3, 5, 6, 7];grid_1396.png;[0, 1, 2, 8];['К', 'М', 'Д', 'Г', 'Ш', 'Ф'];[1, 7, 0, 3];[2, 5, 6, 8];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]}
64;"[array([['Х', 'Х', 'Х'],
       ['П', 'Х', 'Т'],
       ['Л', 'Х', 'Ж']], dtype='<U1')]";['П', 'Т', 'Л', 'Ж'];[3, 5, 6, 8];grid_1397.png;[0, 1, 2, 7];['К', 'М', 'Д', 'Г', 'Ш', 'Ф'];[1, 7, 0, 6];[2, 3, 5, 8];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]}
65;"[array([['Х', 'Х', 'Х'],
       ['П', 'Х', 'Ж'],
       ['Х', 'Т', 'Л']], dtype='<U1')]";['П', 'Ж', 'Т', 'Л'];[3, 5, 7, 8];grid_1398.png;[0, 1, 2, 6];['К', 'М', 'Д', 'Г', 'Ш', 'Ф'];[1, 7, 3, 6];[0, 2, 5, 8];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]}
66;"[array([['Х', 'Х', 'Х'],
       ['П', 'Х', 'Х'],
       ['Ж', 'Т', 'Л']], dtype='<U1')]";['П', 'Ж', 'Т', 'Л'];[3, 6, 7, 8];grid_1399.png;[0, 1, 2, 5];['К', 'М', 'Д', 'Г', 'Ш', 'Ф'];[1, 0, 3, 6];[2, 5, 7, 8];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]}
67;"[array([['Х', 'Х', 'Х'],
       ['Х', 'Х', 'Т'],
       ['Л', 'П', 'Ж']], dtype='<U1')]";['Т', 'Л', 'П', 'Ж'];[5, 6, 7, 8];grid_1400.png;[0, 1, 2, 3];['К', 'М', 'Д', 'Г', 'Ш', 'Ф'];[7, 0, 3, 6];[1, 2, 5, 8];{'Ж': 0, 'Л': 1, 'П': 2, 'Т': 3};{'Ж': [1, 2, 3], 'Л': [0, 2, 3], 'П': [0, 1, 3], 'Т': [0, 1, 2]}
68;"[array([['Ш', 'П', 'Л'],
       ['Т', 'Х', 'Х'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Ш', 'П', 'Л', 'Т'];[0, 1, 2, 3];grid_1401.png;[5, 6, 7, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 5, 8, 1];[0, 3, 6, 7];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
69;"[array([['П', 'Л', 'Ш'],
       ['Х', 'Х', 'Т'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['П', 'Л', 'Ш', 'Т'];[0, 1, 2, 5];grid_1402.png;[3, 6, 7, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 5, 8, 7];[0, 1, 3, 6];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
70;"[array([['Ш', 'Л', 'П'],
       ['Х', 'Х', 'Х'],
       ['Т', 'Х', 'Х']], dtype='<U1')]";['Ш', 'Л', 'П', 'Т'];[0, 1, 2, 6];grid_1403.png;[3, 5, 7, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 5, 8, 0];[1, 3, 6, 7];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
71;"[array([['Ш', 'Т', 'П'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Л', 'Х']], dtype='<U1')]";['Ш', 'Т', 'П', 'Л'];[0, 1, 2, 7];grid_1404.png;[3, 5, 6, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 5, 8, 3];[0, 1, 6, 7];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
72;"[array([['Т', 'Л', 'Ш'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Х', 'П']], dtype='<U1')]";['Т', 'Л', 'Ш', 'П'];[0, 1, 2, 8];grid_1405.png;[3, 5, 6, 7];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 5, 8, 6];[0, 1, 3, 7];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
73;"[array([['Ш', 'П', 'Х'],
       ['Л', 'Х', 'Т'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Ш', 'П', 'Л', 'Т'];[0, 1, 3, 5];grid_1406.png;[2, 6, 7, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 5, 1, 7];[0, 3, 6, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
74;"[array([['Т', 'Ш', 'Х'],
       ['П', 'Х', 'Х'],
       ['Л', 'Х', 'Х']], dtype='<U1')]";['Т', 'Ш', 'П', 'Л'];[0, 1, 3, 6];grid_1407.png;[2, 5, 7, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 5, 1, 0];[3, 6, 7, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
75;"[array([['Т', 'Л', 'Х'],
       ['П', 'Х', 'Х'],
       ['Х', 'Ш', 'Х']], dtype='<U1')]";['Т', 'Л', 'П', 'Ш'];[0, 1, 3, 7];grid_1408.png;[2, 5, 6, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 5, 1, 3];[0, 6, 7, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
76;"[array([['П', 'Т', 'Х'],
       ['Л', 'Х', 'Х'],
       ['Х', 'Х', 'Ш']], dtype='<U1')]";['П', 'Т', 'Л', 'Ш'];[0, 1, 3, 8];grid_1409.png;[2, 5, 6, 7];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 5, 1, 6];[0, 3, 7, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
77;"[array([['П', 'Ш', 'Х'],
       ['Х', 'Х', 'Л'],
       ['Т', 'Х', 'Х']], dtype='<U1')]";['П', 'Ш', 'Л', 'Т'];[0, 1, 5, 6];grid_1410.png;[2, 3, 7, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 5, 7, 0];[1, 3, 6, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
78;"[array([['Л', 'П', 'Х'],
       ['Х', 'Х', 'Т'],
       ['Х', 'Ш', 'Х']], dtype='<U1')]";['Л', 'П', 'Т', 'Ш'];[0, 1, 5, 7];grid_1411.png;[2, 3, 6, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 5, 7, 3];[0, 1, 6, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
79;"[array([['Т', 'П', 'Х'],
       ['Х', 'Х', 'Ш'],
       ['Х', 'Х', 'Л']], dtype='<U1')]";['Т', 'П', 'Ш', 'Л'];[0, 1, 5, 8];grid_1412.png;[2, 3, 6, 7];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 5, 7, 6];[0, 1, 3, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
80;"[array([['П', 'Л', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Т', 'Ш', 'Х']], dtype='<U1')]";['П', 'Л', 'Т', 'Ш'];[0, 1, 6, 7];grid_1413.png;[2, 3, 5, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 5, 0, 3];[1, 6, 7, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
81;"[array([['Т', 'Л', 'Х'],
       ['Х', 'Х', 'Х'],
       ['П', 'Х', 'Ш']], dtype='<U1')]";['Т', 'Л', 'П', 'Ш'];[0, 1, 6, 8];grid_1414.png;[2, 3, 5, 7];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 5, 0, 6];[1, 3, 7, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
82;"[array([['П', 'Л', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Ш', 'Т']], dtype='<U1')]";['П', 'Л', 'Ш', 'Т'];[0, 1, 7, 8];grid_1415.png;[2, 3, 5, 6];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 5, 3, 6];[0, 1, 7, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
83;"[array([['Л', 'Х', 'П'],
       ['Т', 'Х', 'Ш'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Л', 'П', 'Т', 'Ш'];[0, 2, 3, 5];grid_1416.png;[1, 6, 7, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 8, 1, 7];[0, 3, 5, 6];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
84;"[array([['Ш', 'Х', 'П'],
       ['Л', 'Х', 'Х'],
       ['Т', 'Х', 'Х']], dtype='<U1')]";['Ш', 'П', 'Л', 'Т'];[0, 2, 3, 6];grid_1417.png;[1, 5, 7, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 8, 1, 0];[3, 5, 6, 7];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
85;"[array([['П', 'Х', 'Ш'],
       ['Т', 'Х', 'Х'],
       ['Х', 'Л', 'Х']], dtype='<U1')]";['П', 'Ш', 'Т', 'Л'];[0, 2, 3, 7];grid_1418.png;[1, 5, 6, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 8, 1, 3];[0, 5, 6, 7];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
86;"[array([['Т', 'Х', 'Ш'],
       ['Л', 'Х', 'Х'],
       ['Х', 'Х', 'П']], dtype='<U1')]";['Т', 'Ш', 'Л', 'П'];[0, 2, 3, 8];grid_1419.png;[1, 5, 6, 7];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 8, 1, 6];[0, 3, 5, 7];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
87;"[array([['П', 'Х', 'Ш'],
       ['Х', 'Х', 'Л'],
       ['Т', 'Х', 'Х']], dtype='<U1')]";['П', 'Ш', 'Л', 'Т'];[0, 2, 5, 6];grid_1420.png;[1, 3, 7, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 8, 7, 0];[1, 3, 5, 6];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
88;"[array([['Ш', 'Х', 'Л'],
       ['Х', 'Х', 'П'],
       ['Х', 'Т', 'Х']], dtype='<U1')]";['Ш', 'Л', 'П', 'Т'];[0, 2, 5, 7];grid_1421.png;[1, 3, 6, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 8, 7, 3];[0, 1, 5, 6];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
89;"[array([['Ш', 'Х', 'Т'],
       ['Х', 'Х', 'П'],
       ['Х', 'Х', 'Л']], dtype='<U1')]";['Ш', 'Т', 'П', 'Л'];[0, 2, 5, 8];grid_1422.png;[1, 3, 6, 7];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 8, 7, 6];[0, 1, 3, 5];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
90;"[array([['Т', 'Х', 'Л'],
       ['Х', 'Х', 'Х'],
       ['П', 'Ш', 'Х']], dtype='<U1')]";['Т', 'Л', 'П', 'Ш'];[0, 2, 6, 7];grid_1423.png;[1, 3, 5, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 8, 0, 3];[1, 5, 6, 7];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
91;"[array([['П', 'Х', 'Ш'],
       ['Х', 'Х', 'Х'],
       ['Х', 'Т', 'Л']], dtype='<U1')]";['П', 'Ш', 'Т', 'Л'];[0, 2, 7, 8];grid_1425.png;[1, 3, 5, 6];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 8, 3, 6];[0, 1, 5, 7];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
92;"[array([['Т', 'Х', 'Х'],
       ['П', 'Х', 'Л'],
       ['Ш', 'Х', 'Х']], dtype='<U1')]";['Т', 'П', 'Л', 'Ш'];[0, 3, 5, 6];grid_1426.png;[1, 2, 7, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 1, 7, 0];[3, 5, 6, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
93;"[array([['Ш', 'Х', 'Х'],
       ['Т', 'Х', 'Л'],
       ['Х', 'П', 'Х']], dtype='<U1')]";['Ш', 'Т', 'Л', 'П'];[0, 3, 5, 7];grid_1427.png;[1, 2, 6, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 1, 7, 3];[0, 5, 6, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
94;"[array([['Л', 'Х', 'Х'],
       ['Ш', 'Х', 'П'],
       ['Х', 'Х', 'Т']], dtype='<U1')]";['Л', 'Ш', 'П', 'Т'];[0, 3, 5, 8];grid_1428.png;[1, 2, 6, 7];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 1, 7, 6];[0, 3, 5, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
95;"[array([['Ш', 'Х', 'Х'],
       ['П', 'Х', 'Х'],
       ['Т', 'Л', 'Х']], dtype='<U1')]";['Ш', 'П', 'Т', 'Л'];[0, 3, 6, 7];grid_1429.png;[1, 2, 5, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 1, 0, 3];[5, 6, 7, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
96;"[array([['П', 'Х', 'Х'],
       ['Ш', 'Х', 'Х'],
       ['Л', 'Х', 'Т']], dtype='<U1')]";['П', 'Ш', 'Л', 'Т'];[0, 3, 6, 8];grid_1430.png;[1, 2, 5, 7];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 1, 0, 6];[3, 5, 7, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
97;"[array([['Л', 'Х', 'Х'],
       ['Т', 'Х', 'Х'],
       ['Х', 'Ш', 'П']], dtype='<U1')]";['Л', 'Т', 'Ш', 'П'];[0, 3, 7, 8];grid_1431.png;[1, 2, 5, 6];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 1, 3, 6];[0, 5, 7, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
98;"[array([['Ш', 'Х', 'Х'],
       ['Х', 'Х', 'Л'],
       ['Т', 'П', 'Х']], dtype='<U1')]";['Ш', 'Л', 'Т', 'П'];[0, 5, 6, 7];grid_1432.png;[1, 2, 3, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 7, 0, 3];[1, 5, 6, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
99;"[array([['Л', 'Х', 'Х'],
       ['Х', 'Х', 'Т'],
       ['Ш', 'Х', 'П']], dtype='<U1')]";['Л', 'Т', 'Ш', 'П'];[0, 5, 6, 8];grid_1433.png;[1, 2, 3, 7];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 7, 0, 6];[1, 3, 5, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
100;"[array([['Л', 'Х', 'Х'],
       ['Х', 'Х', 'П'],
       ['Х', 'Ш', 'Т']], dtype='<U1')]";['Л', 'П', 'Ш', 'Т'];[0, 5, 7, 8];grid_1434.png;[1, 2, 3, 6];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 7, 3, 6];[0, 1, 5, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
101;"[array([['Л', 'Х', 'Х'],
       ['Х', 'Х', 'Х'],
       ['Ш', 'П', 'Т']], dtype='<U1')]";['Л', 'Ш', 'П', 'Т'];[0, 6, 7, 8];grid_1435.png;[1, 2, 3, 5];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[2, 0, 3, 6];[1, 5, 7, 8];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
102;"[array([['Х', 'Т', 'П'],
       ['Ш', 'Х', 'Л'],
       ['Х', 'Х', 'Х']], dtype='<U1')]";['Т', 'П', 'Ш', 'Л'];[1, 2, 3, 5];grid_1436.png;[0, 6, 7, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[5, 8, 1, 7];[0, 2, 3, 6];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
103;"[array([['Х', 'Ш', 'Т'],
       ['П', 'Х', 'Х'],
       ['Л', 'Х', 'Х']], dtype='<U1')]";['Ш', 'Т', 'П', 'Л'];[1, 2, 3, 6];grid_1437.png;[0, 5, 7, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[5, 8, 1, 0];[2, 3, 6, 7];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
104;"[array([['Х', 'Ш', 'Л'],
       ['П', 'Х', 'Х'],
       ['Х', 'Т', 'Х']], dtype='<U1')]";['Ш', 'Л', 'П', 'Т'];[1, 2, 3, 7];grid_1438.png;[0, 5, 6, 8];['К', 'М', 'Д', 'Г', 'Ж', 'Ф'];[5, 8, 1, 3];[0, 2, 6, 7];{'Л': 0, 'П': 1, 'Т': 2, 'Ш': 3};{'Л': [1, 2, 3], 'П': [0, 2, 3], 'Т': [0, 1, 3], 'Ш': [0, 1, 2]}
